name,type,address,quarter,city,phone,rating,verified,is_top_partner,special_badge,description,image_url,url,activities,has_contact_form,offers_free_trial
Club Nez-Thai-Son,Club de sport,au Quartier Hopitaux  à  Casablanca,au Quartier Hopitaux,Casablanca,N/A,0,False,False,N/A,"Club Nez-Thai-Son est votre club de sport à Casablanca, situé exactement à 51, Rue Mouafik Eddine -ex Thiers , Ermitage au quartier HOPITAUX à Casablanca. Club Nez-Thai-Son vous accueille et propose un ensemble de services et d'activités : Fitness, Danse, et a...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/club-nez-thai-son,"Fitness, Danse",False,False
Club Olympique de Casablanca,Club de sport,au Quartier Oasis  à  Casablanca,au Quartier Oasis,Casablanca,N/A,0,False,False,N/A,"Club Olympique de Casablanca est votre club de sport à Casablanca, situé exactement à Route d'El Jadida Boulevard Abdallah Ibrahim ex- Al Jamia, cours des sports au quartier OASIS à Casablanca. Club Olympique de Casablanca vous accueille et propose un ensemble...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/club-olympique-de-casablanca,"Tennis, Football",False,False
Club Rania Sport,Club de sport,au Quartier France Ville  à  Casablanca,au Quartier France Ville,Casablanca,N/A,0,False,False,N/A,"Club Rania Sport est votre club de sport à Casablanca, situé exactement à 4, Rue Ibn El Kotaiba  au quartier FRANCE VILLE à Casablanca. Club Rania Sport vous accueille et propose un ensemble de services et d'activités : Musculation, Fitness, et autres. Club Ra...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/club-rania-sport,"Musculation, Fitness",False,False
Club Riad Essalam des Sports,Club de sport,à  Casablanca,N/A,Casablanca,N/A,0,False,False,N/A,"Club Riad Essalam des Sports est votre club de sport à Casablanca, situé exactement à lotiss. Riad Essalam 2, N°8 Bc en plein coeur de Casablanca. Club Riad Essalam des Sports vous accueille et propose un ensemble de services et d'activités : Musculation, Fitn...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/club-riad-essalam-des-sports-1,"Musculation, Fitness",False,False
Club Rim,Club de sport,au Quartier Mers Sultan 1  à  Casablanca,au Quartier Mers Sultan 1,Casablanca,N/A,0,False,False,N/A,"Club Rim est votre club de sport à Casablanca, situé exactement à 22, Rue de Bruxelles au quartier MERS SULTAN 1 à Casablanca. Club Rim vous accueille et propose un ensemble de services et d'activités : Musculation, Fitness, et autres. Club Rim est un club de...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/club-rim,"Musculation, Fitness",False,False
Club Sportif d'Association Addifaa,Club de sport,à  Casablanca,N/A,Casablanca,N/A,0,False,False,N/A,"Club Sportif d'Association Addifaa est votre club de sport à Casablanca, situé exactement à lot. Chefchaouni 2, Rue 6 n°24 , Aïn Sebaâ en plein coeur de Casablanca. Club Sportif d'Association Addifaa vous accueille et propose un ensemble de services et d'activ...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/club-sportif-d-association-addifaa,"Musculation, Fitness",False,False
Club Sportif des Quatres Saisons,Club de sport,au Quartier Racine  à  Casablanca,au Quartier Racine,Casablanca,N/A,0,False,False,N/A,"Club Sportif des Quatres Saisons est votre club de sport à Casablanca, situé exactement à N°12, Rue Jalal Eddine Essayouti au quartier RACINE à Casablanca. Club Sportif des Quatres Saisons vous accueille et propose un ensemble de services et d'activités : Kara...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/club-sportif-des-quatres-saisons,Karaté,False,False
Club Sportif El Founoun,Club de sport,au Quartier Bourgogne  à  Casablanca,au Quartier Bourgogne,Casablanca,N/A,0,False,False,N/A,"Club Sportif El Founoun est votre club de sport à Casablanca, situé exactement à N°37, Rue Nizar El Abidi - ex Calvi au quartier BOURGOGNE à Casablanca. Club Sportif El Founoun vous accueille et propose un ensemble de services et d'activités : Musculation, Fit...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/club-sportif-el-founoun,"Musculation, Fitness",False,False
Club Sportif Ibn Al Mouaket,Club de sport,au Quartier Beausejour  à  Casablanca,au Quartier Beausejour,Casablanca,N/A,0,False,False,N/A,"Club Sportif Ibn Al Mouaket est votre club de sport à Casablanca, situé exactement à N°2,Rue Ennasrine-ex Glaieuls au quartier BEAUSEJOUR à Casablanca. Club Sportif Ibn Al Mouaket vous accueille et propose un ensemble de services et d'activités : Aikido, Muscu...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/club-sportif-ibn-al-mouaket,"Aikido, Musculation, Aerobic, Arts martiaux",False,False
Club Sportif Saoussan,Club de sport,à  Casablanca,N/A,Casablanca,N/A,0,False,False,N/A,"Club Sportif Saoussan est votre club de sport à Casablanca, situé exactement à N°11, impasse Assaoussane - ex Chevrefeuille  en plein coeur de Casablanca. Club Sportif Saoussan vous accueille et propose un ensemble de services et d'activités : Arts martiaux, e...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/club-sportif-saoussan,Arts martiaux,False,False
Club Tissir d'Aikido et Ama,Club de sport,au Quartier Farah  à  Casablanca,au Quartier Farah,Casablanca,N/A,0,False,False,N/A,"Club Tissir d'Aikido et Ama est votre club de sport à Casablanca, situé exactement à Hay Tissir, Rue 2 N°7 au quartier FARAH à Casablanca. Club Tissir d'Aikido et Ama vous accueille et propose un ensemble de services et d'activités : Aikido, Fitness, et autres...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/club-tissir-d-aikido-et-ama,"Aikido, Fitness",False,False
Club Weider,Club de sport,au Quartier Maarif  à  Casablanca,au Quartier Maarif,Casablanca,N/A,0,False,False,N/A,"Club Weider est votre club de sport à Casablanca, situé exactement à 45, rue Abou Zaid Dadoussi - ex Canigou au quartier MAARIF à Casablanca. Club Weider vous accueille et propose un ensemble de services et d'activités : Fitness, et autres. Club Weider est un...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/club-weider,Fitness,False,False
Club Wifak sportif,Club de sport,à  Casablanca,N/A,Casablanca,N/A,0,False,False,N/A,"Club Wifak sportif est votre club de sport à Casablanca, situé exactement à 252 Bis, Avenue Oued Dahab (cité Jemâa), Jamila 7, Sbata en plein coeur de Casablanca. Club Wifak sportif vous accueille et propose un ensemble de services et d'activités : Arts martia...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/club-wifak-sportif,Arts martiaux,False,False
CrossFit Anoual,Salle affiliée CrossFit,au Quartier Maarif  à  Casablanca,au Quartier Maarif,Casablanca,N/A,0,False,False,N/A,"CrossFit Anoual est votre salle affiliée crossfit à Casablanca, située exactement à 12 Bis lotissement du Parc Boulevard Anoual au quartier MAARIF à Casablanca. CrossFit Anoual vous accueille et propose un ensemble de services et d'activités : CrossFit, et aut...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/crossfit-anoual,CrossFit,True,TrueCurves,Club de sport,au Quartier Hopitaux  à  Casablanca,au Quartier Hopitaux,Casablanca,N/A,0,False,False,N/A,"Curves est votre club de sport à Casablanca, situé exactement à N°28, Rue Oulad M'Hanna - ex Languedoc au quartier HOPITAUX à Casablanca. Curves vous accueille et propose un ensemble de services et d'activités : Musculation, Fitness, et autres. Curves est un c...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/curves-2,"Musculation, Fitness",False,False
Dija Dance,Club de sport,au Quartier Maarif Extension  à  Casablanca,au Quartier Maarif Extension,Casablanca,N/A,0,False,False,N/A,"Dija Dance est votre club de sport à Casablanca, situé exactement à 16 Abou Amrane El fassi  ( a coté de Ezio design ) au quartier MAARIF EXTENSION à Casablanca. Dija Dance vous accueille et propose un ensemble de services et d'activités : Salsa, Musculation,...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/dija-dance,"Salsa, Musculation, Hip hop, Fitness",False,False
Dounia Fitness,Club de sport,au Quartier Mers Sultan 1  à  Casablanca,au Quartier Mers Sultan 1,Casablanca,N/A,0,False,False,N/A,"Dounia Fitness est votre club de sport à Casablanca, situé exactement à N°5, Rue de Varsovie au quartier MERS SULTAN 1 à Casablanca. Dounia Fitness vous accueille et propose un ensemble de services et d'activités : Fitness, et autres. Dounia Fitness est un clu...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/dounia-fitness,Fitness,False,False
Ecole Aikidojo,Club de sport,au Quartier Maarif  à  Casablanca,au Quartier Maarif,Casablanca,N/A,0,False,False,N/A,"Ecole Aikidojo est votre club de sport à Casablanca, situé exactement à 58, Rue El Mansour El Abidi-ex F.Mistral au quartier MAARIF à Casablanca. Ecole Aikidojo vous accueille et propose un ensemble de services et d'activités : Aikido, Taï chi chuan, et autres...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/ecole-aikidojo,"Aikido, Taï chi chuan",False,False
Ecole Attadafour,Club de sport,au Quartier Sidi Bernoussi  à  Casablanca,au Quartier Sidi Bernoussi,Casablanca,N/A,0,False,False,N/A,"Ecole Attadafour est votre club de sport à Casablanca, situé exactement à Lotissement  Menzeh N°21 au quartier SIDI BERNOUSSI à Casablanca. Ecole Attadafour vous accueille et propose un ensemble de services et d'activités : Fitness, et autres. Ecole Attadafour...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/ecole-attadafour,Fitness,False,False
Energy Fitness,Club de sport,au Quartier Oasis  à  Casablanca,au Quartier Oasis,Casablanca,N/A,0,False,False,N/A,"Energy Fitness est votre club de sport à Casablanca, situé exactement à Km 9,500 Route de Nouasseur au quartier OASIS à Casablanca. Energy Fitness vous accueille et propose un ensemble de services et d'activités : Musculation, Fitness, et autres. Energy Fitnes...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/energy-fitness,"Musculation, Fitness",False,False
Eskuetan,Club de sport,à  Casablanca,N/A,Casablanca,N/A,0,False,False,N/A,"Eskuetan est votre club de sport à Casablanca, situé exactement à 102 bis, Boulevard Oum Errabia, Résidence Zayna en plein coeur de Casablanca. Eskuetan vous accueille et propose un ensemble de services et d'activités : Fitness, et autres. Eskuetan est un club...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/eskuetan,Fitness,False,False
Espace la Corniche des Sports,Club de sport,au Quartier Bourgogne  à  Casablanca,au Quartier Bourgogne,Casablanca,N/A,0,False,False,N/A,"Espace la Corniche des Sports est votre club de sport à Casablanca, situé exactement à 7, Rue Cherarda -ex Alphonse Daudet au quartier BOURGOGNE à Casablanca. Espace la Corniche des Sports vous accueille et propose un ensemble de services et d'activités : Musc...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/espace-la-corniche-des-sports,"Musculation, Fitness",False,False
Esprit Afid & Noua Fitness,Club de sport,au Quartier Hay Al Qods  à  Casablanca,au Quartier Hay Al Qods,Casablanca,N/A,0,False,False,N/A,"Esprit Afid & Noua Fitness est votre club de sport à Casablanca, situé exactement à N°33, Avenue Mokhtar Ben Ahmed Guernaoui, Sidi Bernoussi au quartier HAY AL QODS à Casablanca. Esprit Afid & Noua Fitness vous accueille et propose un ensemble de services et d...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/esprit-afid-noua-fitness,"Musculation, Fitness",False,False
Fit R Gym,Club de sport,à  Casablanca,N/A,Casablanca,N/A,0,False,False,N/A,"Fit R Gym est votre club de sport à Casablanca, situé exactement à Bd Batli Mohamed Ben Mekki en plein coeur de Casablanca. Fit R Gym vous accueille et propose un ensemble de services et d'activités : Fitness, et autres. Fit R Gym est un club de sport pour Fem...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/fit-r-gym,Fitness,True,True
Fitness Club Tahiti,Club de sport,au Quartier Ain Diab  à  Casablanca,au Quartier Ain Diab,Casablanca,N/A,0,False,False,N/A,"Fitness Club Tahiti est votre club de sport à Casablanca, situé exactement à Boulevard de la Corniche au quartier AIN DIAB à Casablanca. Fitness Club Tahiti vous accueille et propose un ensemble de services et d'activités : Musculation, Fitness, et autres. Fit...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/fitness-club-tahiti,"Musculation, Fitness",False,False
Fitness Goals,Salle de sport,au Quartier Ain Chok  à  Casablanca,au Quartier Ain Chok,Casablanca,N/A,0,False,False,N/A,"Fitness Goals est votre salle de sport à Casablanca, située au quartier AIN CHOK à Casablanca. Fitness Goals vous accueille et propose un ensemble de services et d'activités : Fitness, et autres. Fitness Goals est une salle de sport pour Homme.",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/fitness-goals,Fitness,False,False
Fitness Studio Ilana,Salle de sport,au Quartier Maarif Extension  à  Casablanca,au Quartier Maarif Extension,Casablanca,N/A,0,False,False,N/A,"Fitness Studio Ilana est votre salle de sport à Casablanca, située exactement à Angle rue Socrate et rue Epinel au quartier MAARIF EXTENSION à Casablanca. Fitness Studio Ilana vous accueille et propose un ensemble de services et d'activités : Fitness, Danse, Z...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/fitness-studio-ilana,"Fitness, Danse, Zumba, Crosse",False,False
Fitness Studio Ilana,Salle de sport,au Quartier Maarif Extension  à  Casablanca,au Quartier Maarif Extension,Casablanca,N/A,0,False,False,N/A,"Fitness Studio Ilana est votre salle de sport à Casablanca, située exactement à Angle rue Socrate et rue Epinel au quartier MAARIF EXTENSION à Casablanca. Fitness Studio Ilana vous accueille et propose un ensemble de services et d'activités : Fitness, Danse, Z...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/fitness-studio-ilana-1,"Fitness, Danse, Zumba, Crosse",False,False
Fitness Tonic Club,Club de sport,au Quartier Oulfa  à  Casablanca,au Quartier Oulfa,Casablanca,N/A,0,False,False,N/A,"Fitness Tonic Club est votre club de sport à Casablanca, situé exactement à Boulevard Oued Oum Rabia au quartier OULFA à Casablanca. Fitness Tonic Club vous accueille et propose un ensemble de services et d'activités : Fitness, et autres. Fitness Tonic Club es...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/fitness-tonic,Fitness,False,FalseFondation de Maitrise de Soi (Fomasoi),Club de sport,à  Casablanca,N/A,Casablanca,N/A,0,False,False,N/A,"Fondation de Maitrise de Soi (Fomasoi) est votre club de sport à Casablanca, situé exactement à Avenue Omar El Khayam - ex Mermoz, imp. Assaoussane  en plein coeur de Casablanca. Fondation de Maitrise de Soi (Fomasoi) vous accueille et propose un ensemble de s...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/fondation-de-maitrise-de-soi-fomasoi,"Yoga, Fitness",False,False
Football Club Casablanca,Salle de sport,au Quartier Lissasfa 1  à  Casablanca,au Quartier Lissasfa 1,Casablanca,N/A,0,False,False,N/A,"Football Club Casablanca est votre salle de sport à Casablanca, située exactement à Complexe Immobilier Dalila Km 9 Route El Jadida au quartier LISSASFA 1 à Casablanca. Football Club Casablanca vous accueille et propose un ensemble de services et d'activités :...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/football-club-casablanca,Football,False,False
Gogym,Salle de sport,au Quartier Sidi Moumen  à  Casablanca,au Quartier Sidi Moumen,Casablanca,N/A,0,False,False,N/A,"Gogym est votre salle de sport à Casablanca, située exactement à Route de Chabbou au quartier SIDI MOUMEN à Casablanca. Gogym vous accueille et propose un ensemble de services et d'activités : Musculation, Fitness, et autres. Gogym est une salle de sport pour...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/gogym,"Musculation, Fitness",False,False
Goulmima Sport,Club de sport,au Quartier Bourgogne  à  Casablanca,au Quartier Bourgogne,Casablanca,N/A,0,False,False,N/A,"Goulmima Sport est votre club de sport à Casablanca, situé exactement à 629, Boulevard de Goulmima au quartier BOURGOGNE à Casablanca. Goulmima Sport vous accueille et propose un ensemble de services et d'activités : Musculation, Fitness, et autres. Goulmima S...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/goulmima-sport,"Musculation, Fitness",False,False
Gym Fitness Hay Qods,Club de sport,à  Casablanca,N/A,Casablanca,N/A,0,False,False,N/A,"Gym Fitness Hay Qods est votre club de sport à Casablanca, situé exactement à Hay quods en plein coeur de Casablanca. Gym Fitness Hay Qods vous accueille et propose un ensemble de services et d'activités : Fitness, et autres. Gym Fitness Hay Qods est un club d...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/gym-fitness-hay-qods,Fitness,False,False
Gym-Club,Club de sport,au Quartier Benjdia  à  Casablanca,au Quartier Benjdia,Casablanca,N/A,0,False,False,N/A,"Gym-Club est votre club de sport à Casablanca, situé exactement à 21 Bis, Rue de Suippes  au quartier BENJDIA à Casablanca. Gym-Club vous accueille et propose un ensemble de services et d'activités : Gymnastique, et autres. Gym-Club est un club de sport pour F...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/gym-club,Gymnastique,False,False
Halla Sport,Salle de sport,au Quartier Belvédère  à  Casablanca,au Quartier Belvédère,Casablanca,N/A,0,False,False,N/A,"Halla Sport est votre salle de sport à Casablanca, située exactement à Place Prince Sidi Mohamed -ex Sémard, résid. Assabah 11 au quartier Belvédère à Casablanca. Halla Sport vous accueille et propose un ensemble de services et d'activités : Musculation, Fitne...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/halla-sport,"Musculation, Fitness",False,False
Health Week Maroc,Club de sport,au Quartier Sidi Maarouf 1  à  Casablanca,au Quartier Sidi Maarouf 1,Casablanca,N/A,0,False,False,N/A,"Health Week Maroc est votre club de sport à Casablanca, situé exactement à Lotissement Florida , villa Florida N°276 au quartier SIDI MAAROUF 1 à Casablanca. Health Week Maroc vous accueille et propose un ensemble de services et d'activités : Fitness, et autre...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/health-week-maroc,Fitness,False,False
Hydrogym,Club de sport,à  Casablanca,N/A,Casablanca,N/A,0,False,False,N/A,"Hydrogym est votre club de sport à Casablanca, situé exactement à  Sidi Othmane, Hay nour Rue 28 Numéro 69,  en plein coeur de Casablanca. Hydrogym vous accueille et propose un ensemble de services et d'activités : Aqua gym, Musculation, Kick Boxing, Cross-tra...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/hydrogym,"Aqua gym, Musculation, Kick Boxing, Cross-training",True,True
imperial fitness,Club de sport,à  Casablanca,N/A,Casablanca,N/A,0,False,False,N/A,"imperial fitness est votre club de sport à Casablanca, situé exactement à 54, Hay Warda en plein coeur de Casablanca. imperial fitness vous accueille et propose un ensemble de services et d'activités : Musculation, Fitness, et autres. imperial fitness est un c...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/imperial-fitness,"Musculation, Fitness",False,False
Institut sportif Cléopatre,Club de sport,au Quartier Liberte  à  Casablanca,au Quartier Liberte,Casablanca,N/A,0,False,False,N/A,"Institut sportif Cléopatre est votre club de sport à Casablanca, situé exactement à N°87, Rue El Araar -ex Gay Lussac au quartier LIBERTE à Casablanca. Institut sportif Cléopatre vous accueille et propose un ensemble de services et d'activités : Fitness, et au...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/institut-sportif-cleopatre,Fitness,False,False
Izza Forme,Club de sport,au Quartier Californie  à  Casablanca,au Quartier Californie,Casablanca,N/A,0,False,False,N/A,Salle de sport,https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/izza-forme,,False,False
Jaouhara Sport,Club de sport,au Quartier Sidi Moumen  à  Casablanca,au Quartier Sidi Moumen,Casablanca,N/A,0,False,False,N/A,"Jaouhara Sport est votre club de sport à Casablanca, situé exactement à Lotissement Jouhara, Rue 8 N°38-40  au quartier SIDI MOUMEN à Casablanca. Jaouhara Sport vous accueille et propose un ensemble de services et d'activités : Fitness, et autres. Jaouhara Spo...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/jaouhara-sport,Fitness,False,False
Karaté Shotokan Traditionnel (KST),Club de sport,à  Casablanca,N/A,Casablanca,N/A,0,False,False,N/A,"Karaté Shotokan Traditionnel (KST) est votre club de sport à Casablanca, situé exactement à 3, Rue Abou Oubaida -ex Dejazet en plein coeur de Casablanca. Karaté Shotokan Traditionnel (KST) vous accueille et propose un ensemble de services et d'activités : Kara...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/karate-shotokan-traditionnel-kst,Karaté,False,False
Ki 12 Studio,Club de sport,à  Casablanca,N/A,Casablanca,N/A,0,False,False,N/A,"Ki 12 Studio est votre club de sport à Casablanca, situé exactement à Rue Bougainville en plein coeur de Casablanca. Ki 12 Studio vous accueille et propose un ensemble de services et d'activités : Musculation, Fitness, et autres. Ki 12 Studio est un club de sp...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/ki-12-studio,"Musculation, Fitness",False,FalseKon-tiki,Club de sport,au Quartier Ain Diab  à  Casablanca,au Quartier Ain Diab,Casablanca,N/A,0,False,False,N/A,"Kon-tiki est votre club de sport à Casablanca, situé exactement à Boulevard de la Corniche au quartier AIN DIAB à Casablanca. Kon-tiki vous accueille et propose un ensemble de services et d'activités : Natation, et autres. Kon-tiki est un club de sport pour Fe...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/kon-tiki,Natation,False,False
La Maison des Provinces,Club de sport,au Quartier Oulfa  à  Casablanca,au Quartier Oulfa,Casablanca,N/A,0,False,False,N/A,"La Maison des Provinces est votre club de sport à Casablanca, situé exactement à 50, Boulevard Sidi Abderrahman au quartier OULFA à Casablanca. La Maison des Provinces vous accueille et propose un ensemble de services et d'activités : Fitness, et autres. La Ma...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/la-maison-des-provinces,Fitness,False,False
la Rencontre Sportive,Club de sport,au Quartier Gauthier  à  Casablanca,au Quartier Gauthier,Casablanca,N/A,0,False,False,N/A,"la Rencontre Sportive est votre club de sport à Casablanca, situé exactement à 42, Rue du Sebou -ex Artois au quartier GAUTHIER à Casablanca. la Rencontre Sportive vous accueille et propose un ensemble de services et d'activités : Danse orientale, Aerobic, Dan...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/la-rencontre-sportive,"Danse orientale, Aerobic, Danse, Gymnastique",False,False
Le Monde Gym,Club de sport,au Quartier Hay Roche Noires  à  Casablanca,au Quartier Hay Roche Noires,Casablanca,N/A,0,False,False,N/A,"Le Monde Gym est votre club de sport à Casablanca, situé exactement à N°23, Rue Zoubeir Bnou El Aouam au quartier HAY ROCHE NOIRES à Casablanca. Le Monde Gym vous accueille et propose un ensemble de services et d'activités : Musculation, Fitness, et autres. Le...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/le-monde-gym,"Musculation, Fitness",False,False
Life Style Fitness,Club de sport,à  Casablanca,N/A,Casablanca,N/A,0,False,False,N/A,"Life Style Fitness est votre club de sport à Casablanca, situé exactement à ETAGE RD, 19 LT SMARA,  en plein coeur de Casablanca. Life Style Fitness vous accueille et propose un ensemble de services et d'activités : Musculation, Fitness, et autres. Life Style...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/life-style-fitness,"Musculation, Fitness",True,True
Loupi Land,Club de sport,au Quartier Oulfa  à  Casablanca,au Quartier Oulfa,Casablanca,N/A,0,False,False,N/A,"Parc d'attraction air de repos||Loupi Land est l’endroit où rêve, émerveillement, magie, émotions et frissons sont au rendez-vous. Sur un espace fermé, donc sécurisé, paysagé et très agréable, où un certain nombre d’attractions offrent aux enfants comme aux ad...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/loupi-land,,False,False
Malinka,Club de sport,au Quartier Beausejour  à  Casablanca,au Quartier Beausejour,Casablanca,N/A,0,False,False,N/A,"Malinka est votre club de sport à Casablanca, situé exactement à N°15, Rue Banafsaj -ex Bugeaud , Centre Ville au quartier BEAUSEJOUR à Casablanca. Malinka vous accueille et propose un ensemble de services et d'activités : Danse, et autres. Malinka est un club...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/malinka,Danse,False,False
Maroc Sport,Salle de sport,au Quartier Bourgogne  à  Casablanca,au Quartier Bourgogne,Casablanca,N/A,0,False,False,N/A,"Maroc Sport est votre salle de sport à Casablanca, située exactement à N°21, Rue Talsinte -ex Paul Bert au quartier BOURGOGNE à Casablanca. Maroc Sport vous accueille et propose un ensemble de services et d'activités : Musculation, Fitness, et autres. Maroc Sp...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/maroc-sport,"Musculation, Fitness",False,False
Miami Beach,Club de sport,au Quartier Ain Diab  à  Casablanca,au Quartier Ain Diab,Casablanca,N/A,0,False,False,N/A,"Miami Beach est votre club de sport à Casablanca, situé exactement à Boulevard de la Corniche au quartier AIN DIAB à Casablanca. Miami Beach vous accueille et propose un ensemble de services et d'activités : Natation, et autres. Miami Beach est un club de spor...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/miami-beach,Natation,False,False
Multi Gym,Salle de sport,au Quartier Racine  à  Casablanca,au Quartier Racine,Casablanca,N/A,0,False,False,N/A,"Multi Gym est votre salle de sport à Casablanca, située exactement à N°44, Boulevard Ain Taoujtate -ex Jouffroy au quartier RACINE à Casablanca. Multi Gym vous accueille et propose un ensemble de services et d'activités : Musculation, Fitness, et autres. Multi...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/multi-gym,"Musculation, Fitness",False,False
Nadi Al Houria,Ecole de danse,au Quartier Oulfa  à  Casablanca,au Quartier Oulfa,Casablanca,N/A,0,False,False,N/A,"Nadi Al Houria est votre ecole de danse à Casablanca, située exactement à Group U Rue 53 N°53/55 au quartier OULFA à Casablanca. Nadi Al Houria vous accueille et propose un ensemble de services et d'activités : Musculation, Fitness, et autres. Nadi Al Houria e...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/nadi-al-houria,"Musculation, Fitness",False,False
Napht Club,Club de sport,au Quartier Oasis  à  Casablanca,au Quartier Oasis,Casablanca,N/A,0,False,False,N/A,"Napht Club est votre club de sport à Casablanca, situé exactement à N°42, Rue de l' Imam Mouslim au quartier OASIS à Casablanca. Napht Club vous accueille et propose un ensemble de services et d'activités : Natation, Football, Ping-Pong, et autres. Napht Club...",https://www.clubs.ma/images/default-image.png,https://www.clubs.mahttps://www.clubs.ma/casablanca/napht-club,"Natation, Football, Ping-Pong",False,False
